Nome: TRAMANDAI;;;;;;;;;;
Codigo Estacao: A834;;;;;;;;;;
Latitude: -30.01027777;;;;;;;;;;
Longitude: -50.13583333;;;;;;;;;;
Altitude: 4.56;;;;;;;;;;
Situacao: Operante;;;;;;;;;;
Data Inicial: 2011-01-01;;;;;;;;;;
Data Final: 2023-12-31;;;;;;;;;;
Periodicidade da Medicao: Diaria;;;;;;;;;;
;;;;;;;;;;
Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
10/03/2013;.2;1005.4;19.4;31.3;24.9;20.5;73.3;48;15.8;3.5
11/03/2013;0;1008.2;16.7;25.8;23;19.8;68.3;51;11.8;2.8
12/03/2013;7.4;1006.2;20.2;24.9;23.3;21.7;83.1;70;13.4;4.9
13/03/2013;10.6;1010.2;16.7;24.6;22.2;20.4;71.5;54;13.1;6.1
14/03/2013;1;1017.4;14.1;24.9;21.3;17.1;64.1;49;11;3.6
15/03/2013;7.8;1018.5;17.8;22;20.4;18.8;85.2;72;11;4.3
16/03/2013;17.6;1019.6;16.8;22.1;20.5;18.9;80.1;57;17.5;4.8
17/03/2013;.2;1022.3;12.2;24.7;20.7;17.3;59.5;36;10.9;3.5
18/03/2013;.8;1022;13.8;22.3;20.4;17.8;66.4;48;14.6;7.1
19/03/2013;2.8;1020.1;16.6;23.1;20.6;18.6;78;64;17.3;8.1
20/03/2013;32.6;1013.9;18.4;22.5;20.7;18.6;86.9;69;21.9;10
21/03/2013;65.6;1008.2;18.7;27.6;23;19.4;77.7;54;14.9;3.3
22/03/2013;0;1014.1;16.7;25.3;22.2;19.9;71.3;50;10.8;3.9
23/03/2013;0;1017.7;15.2;24.6;20.5;16.5;73.3;43;6.1;1.9
24/03/2013;0;1014.8;15.3;23.8;21.8;20.7;66.7;61;11.1;5.5
25/03/2013;0;1013;16.8;24.7;22.4;20.3;71.2;52;13.2;6
26/03/2013;0;1013.4;18.2;26.5;22.2;19.8;78.8;60;12.1;3.9
27/03/2013;0;1015.4;16.5;23.3;null;17.3;84.3;66;12.3;4.6
28/03/2013;null;null;null;null;null;null;null;62;9;null
29/03/2013;0;1020.6;16.1;24.6;20.7;16.5;75.8;63;11.1;3.4
30/03/2013;.2;1019.2;17.7;25.1;22.6;20.2;74.1;65;13.8;7.8
31/03/2013;0;1017;19.1;26.3;23.2;20.8;78.2;65;15;4.2
01/04/2013;.2;1016.7;19.3;25.5;22.2;18.3;84.1;69;6;2
02/04/2013;.2;1014.9;21;25.8;23.6;22.6;85.4;73;11.7;5.4
03/04/2013;3.2;1014.9;21.3;25.8;23.9;22.7;85.2;75;15.1;7.4
04/04/2013;.6;1009.5;20.9;25.2;23.5;22.7;85;79;18.1;8.8
05/04/2013;29.8;1002.9;16.5;26;22.6;19.9;70.5;44;17.2;6
06/04/2013;0;1008.9;14.7;28.9;24;19.7;56.6;38;12.6;3.7
07/04/2013;0;1014.7;15.9;23.9;21.1;18.6;72.8;58;8.3;3
08/04/2013;0;1017.1;15.5;23.8;21.6;19.8;68.2;63;6.7;3.5
09/04/2013;0;1018;16.1;23.5;21.9;21.1;69.7;62;9.2;5
10/04/2013;0;1017.2;17.1;23.6;21.5;21.1;76.3;64;16.2;7.9
11/04/2013;1.8;1012.9;19.3;24.9;22.6;19.6;82.3;69;16.3;7.8
12/04/2013;1.8;1008.3;19.2;23.2;21.8;20.6;85;75;16.7;4.1
13/04/2013;9.2;1013.8;12.6;20.7;17.8;17.2;72.6;47;14.7;4.5
14/04/2013;0;1016.5;7.3;20.6;14.9;10.6;62.6;35;10.5;2.8
15/04/2013;0;1013.2;9.7;25.3;19.5;13.2;53.7;40;16.8;4.2
16/04/2013;0;1013.3;11.9;21.8;17.4;14.1;70.5;57;13.7;5.3
17/04/2013;0;1017.6;13.2;22.9;18.1;15.3;74.3;51;9.8;3.6
18/04/2013;.2;1017.8;13.5;23;17.4;12.8;79.8;48;6.3;1.6
19/04/2013;.2;1018.8;13.5;25;18.4;12.6;75.3;42;5.9;1.3
20/04/2013;.2;1020.1;14.9;23.8;18.3;13.3;81.6;53;5.9;1.8
21/04/2013;.2;1021.4;15.9;23.2;19.4;14.7;80.6;65;8.1;2.7
22/04/2013;0;1023;16.4;23.6;21.1;19.1;75;62;12.4;6.1
23/04/2013;0;1022.4;16.5;23.6;21;18.1;76;61;13.4;5.1
24/04/2013;0;1020.5;16.7;23.2;20.5;16.7;79.3;64;7.8;2.5
25/04/2013;.2;1018.5;17.2;26.6;20.9;15.8;80.5;44;5.8;2.2
26/04/2013;0;1016.6;16.2;26.6;20.4;15.4;77.9;47;5.1;1.3
27/04/2013;.2;1016.9;17.5;23.6;20.5;16;83.4;65;9.2;3.3
28/04/2013;.2;1015.1;18.9;24.7;22.1;20.8;82.5;68;10.7;6
29/04/2013;9.6;1012;19.4;23.4;21.3;20.5;89;77;12;2.4
30/04/2013;6.8;1014.4;17.3;24.5;20.9;18.1;80.7;64;8.1;2.5
01/05/2013;0;1017.8;15.9;22;19.7;16.5;79.4;70;9.7;2.7
02/05/2013;0;1014;19.1;24.2;21.8;20.3;84.8;75;13.8;5.4
03/05/2013;0;1010.1;19.6;23.5;21.5;19.3;89.1;83;12.5;1.9
04/05/2013;.2;1010.6;16.6;24;21.3;20.3;74.7;59;11.9;3.6
05/05/2013;0;1016;12.5;21.9;18.2;16.4;70;47;9.9;3.3
06/05/2013;0;1016.2;9.4;20.4;16.1;13;67.1;34;13.1;3.5
07/05/2013;0;1015.1;7.9;19.2;15.5;11.7;61.7;37;20.4;5.3
08/05/2013;1;1019.1;5.5;21.1;13.9;9.2;59.7;27;7.8;2.5
09/05/2013;0;1018.9;8.7;25.9;16.1;8.3;67.1;19;7.1;2
10/05/2013;0;1018.5;13.6;22.6;18.3;13.3;74.4;58;11.2;4.1
11/05/2013;.2;1016.5;15.8;22.4;19.3;15.8;80.6;60;11.1;3.1
12/05/2013;.2;1015;14.8;24.1;18.7;14.3;78.8;50;8.6;1.6
13/05/2013;0;1015.1;16.2;21.8;18.6;15.7;86.1;76;7.5;1.9
14/05/2013;0;1012.3;17.8;28.1;22.1;17.9;78;50;11.3;2.1
15/05/2013;.2;1010.7;17.8;24.9;20.7;20.2;84;67;11.8;3.5
16/05/2013;5.4;1020;4.5;16.7;12;8.6;62.7;37;15.9;5.8
17/05/2013;0;1025.4;5.9;17.6;12.4;7.5;65.1;50;7.4;2.4
18/05/2013;0;1024.6;10.1;17.5;14.1;8.2;77.6;57;10.8;2.4
19/05/2013;1.2;1020.1;14.5;19.2;17.2;13.8;84.3;76;11.7;2.5
20/05/2013;7.6;1016.2;16;20.8;17.7;15.8;89.8;75;5.7;1.4
21/05/2013;3.2;1015.1;14.2;19.8;16.8;14.9;84.6;69;7.9;3.1
22/05/2013;0;1016.9;11.5;18.4;14.8;11.9;81.1;68;9;2.6
23/05/2013;2;1018.2;13.6;18.8;15.7;12.2;87.4;76;10.7;2.2
24/05/2013;.2;1018;14.8;21.5;18.1;14.5;81.1;68;8;2.7
25/05/2013;0;1020;12.8;20.7;16.3;13.8;80.8;57;8.1;2.8
26/05/2013;0;1018.7;14.2;20.8;17.9;15.2;79.3;67;9.3;3.6
27/05/2013;.2;1013.5;15;21.7;17.7;14.8;85.1;64;5.9;.9
28/05/2013;.2;1007.3;15.8;21.1;18;13.7;87.4;73;11.4;3.4
29/05/2013;1.4;1003.2;15.7;19.2;18.1;16.5;86.4;80;23.6;3.9
30/05/2013;28.6;1012;7.2;18.4;14.7;11.7;61.8;40;16.7;5.2
31/05/2013;0;1016.4;9.3;19.5;14;8.3;74.6;48;11.4;3.2
01/06/2013;5;1013.2;11.9;17.8;14.7;11.6;83.9;65;8.7;2.3
02/06/2013;9.6;1013.8;13.3;20.5;15.7;13.4;85.7;69;12.2;3.4
03/06/2013;.2;1019.8;11;19.6;14.8;12.8;79;52;8.5;2
04/06/2013;.2;1018.9;9.4;22.8;14.9;9.4;72.8;31;7.2;1.5
05/06/2013;0;1015.4;12.2;24.9;16.6;11.3;77;39;6;1.2
06/06/2013;.4;1015.6;11.6;23;16.2;13.1;75.4;48;12;2.2
07/06/2013;.2;1020.5;9.3;17.5;13.4;8.5;77;63;6.2;1.8
08/06/2013;.2;1023.6;11.1;19;14.1;9.5;83.1;58;7.3;2.4
09/06/2013;0;1020.9;13.9;19.5;17.1;11.2;81.2;70;11.5;4.8
10/06/2013;0;1017.5;15.4;22.1;17.6;15.9;86.9;70;5.8;1.2
11/06/2013;.8;1020.7;13.9;17.2;15.3;14.2;91.1;80;5.4;.9
12/06/2013;0;1020.6;14.1;19.5;16.5;14;85.6;73;5.6;1.9
13/06/2013;0;1018.9;14.4;21.1;17;15.5;85;63;5.2;1.5
14/06/2013;.2;1017.8;12.4;23.7;15.8;10.2;81.6;49;9.9;2.2
15/06/2013;.2;1020.8;11.2;18.9;15.7;13.2;75.4;56;9.8;3
16/06/2013;0;1015.3;14.1;18.1;16.9;14.5;83.5;74;11.7;5.2
17/06/2013;0;1015;13.8;17.3;16.4;16.2;84.8;71;9.3;2.8
18/06/2013;0;1016.6;13.5;18.3;15.7;12.3;86.8;80;9.5;2.9
19/06/2013;.6;1016.9;13.7;17.4;15.6;15.7;88.6;80;10;3.1
20/06/2013;4.6;1020.9;11.8;16.4;13.8;12.1;87.8;75;14.8;4.4
21/06/2013;41.8;1008.8;14;16.6;15.5;13.5;91;84;15.2;5.4
22/06/2013;24;1009.7;9;17.6;14.8;12.7;69.1;51;23.4;6.8
23/06/2013;0;1021.7;9.1;17.4;13;8.9;77.4;64;7.1;2.9
24/06/2013;0;1020;13;17.2;15.7;12;84;75;15.3;5.4
25/06/2013;4;1014;15.2;22.7;17.6;15.7;85.8;70;15.2;3.5
26/06/2013;.8;1016.4;11.7;17;14.8;13.6;81.7;74;8;2.7
27/06/2013;.6;1019.5;9.7;17.9;13.2;8.9;80.5;55;6.6;1.8
28/06/2013;0;1014.8;12.6;18.1;15.6;12.6;82.5;70;10.6;4.9
29/06/2013;27.8;1009.2;14.4;21.7;17.2;16;84.3;63;14.8;4
30/06/2013;.4;1018.6;9.1;17;12.8;10.2;79.5;48;7.6;2.4
01/07/2013;.2;1023;8.6;16.5;11.1;7.3;84.7;69;6.1;1.7
02/07/2013;.2;1023.2;8.8;16.7;12.4;7.4;80.2;54;12.1;3.5
03/07/2013;.2;1020.5;12.4;18.5;15.6;12.4;81.9;67;12.2;4.3
04/07/2013;.2;1019.3;14.6;20;16.9;15.1;86.3;73;8.4;3.9
05/07/2013;.2;1017.4;15.3;19.8;17.4;16.3;87.7;76;8.9;3.4
06/07/2013;0;1013.5;15.4;22.8;18.5;15.5;82.4;67;11.6;2.5
07/07/2013;38;1017;13.3;20.7;15.2;14.4;88.3;77;17;3.2
08/07/2013;9.6;1026.5;9.9;16.9;13.2;9.8;80.6;73;8.1;2.9
09/07/2013;0;1025.5;13.2;18.4;16;12.7;83.4;75;13.9;5.2
10/07/2013;0;1021.3;14.5;19.3;17;15.9;85.5;77;12.4;4.2
11/07/2013;.4;1018.9;15.3;19.6;17;16;89.8;79;8.4;3.1
12/07/2013;.2;1016.8;15.1;20;17.1;14.3;88.2;78;5.8;1.1
13/07/2013;7.4;1016.6;15.5;19.3;17.1;15.6;90.6;82;6.7;1.1
14/07/2013;0;1015.4;15;20.5;16.9;15.6;89;75;11.9;2
15/07/2013;14.6;1019.6;7.4;15.4;12.5;10.1;72.8;47;11;2.9
16/07/2013;0;1018.8;6.1;19;11.7;6.2;72.1;34;9.7;1.4
17/07/2013;.4;1014.5;8.9;24.9;14.4;8.1;74.5;25;6.7;1.1
18/07/2013;1.2;1008.4;12.4;17.7;14.9;13.3;85.2;63;12.1;2.8
19/07/2013;18;1018.7;5.7;13.5;10.7;8.2;71.3;59;12.3;3.9
20/07/2013;0;1010.5;9;14.5;11.9;9.1;82.4;69;8.5;1
21/07/2013;4.4;1012;7.3;13.3;10.6;9.7;80.4;61;9.1;3.3
22/07/2013;.2;1019.4;1.5;11.6;8.7;6.8;61.5;43;13.9;4.6
23/07/2013;0;1022.2;1.1;10.3;7.6;5.2;63.5;51;18.4;5.8
24/07/2013;0;1027.8;2.3;12.5;8.1;5.1;67.8;46;11.3;3
25/07/2013;0;1030.1;4.1;14.2;8.3;3.4;76.8;47;5.4;1.6
26/07/2013;.2;1030.4;8.8;16.4;11.3;5.4;84.5;73;8.8;2.4
27/07/2013;0;1024.8;10.2;16.8;13.6;8.6;80.1;58;8.8;2.6
28/07/2013;.2;1021.1;9.6;21;13.1;7.1;80.5;52;7.2;1.5
29/07/2013;.4;1023.1;10.4;16.8;12.5;8.2;87.3;71;5.8;1.3
30/07/2013;.2;1022.3;11.9;17.3;13.6;9.2;89.5;76;11;3.1
31/07/2013;.2;1017;12.6;14.8;13.8;12.4;93;86;11.8;4.2
01/08/2013;.2;1012.6;12.8;19.7;15.6;10.2;83.9;68;6.7;1.4
02/08/2013;.2;1010.9;14.8;21.9;17.6;13.4;84.3;60;7.9;2.4
03/08/2013;1.2;1015.1;11.9;18.8;15.4;13;80.5;58;17.3;4.8
04/08/2013;32.2;1016;10.4;16.7;13.2;11.9;83.9;60;15.2;4.7
05/08/2013;.4;1019.1;9.6;15.8;12.2;7.3;84.2;68;11.4;3.2
06/08/2013;.2;1019;10.4;19.4;14.7;12.5;76.2;52;11.1;2.8
07/08/2013;0;1014.2;11.1;17.3;15;12.1;77.4;64;14.5;5.7
08/08/2013;0;1007.7;14.1;23;17;14.4;83.5;64;12.2;5
09/08/2013;5.2;1017.7;11.4;15.1;12.7;11.9;91.7;86;13.1;4.2
10/08/2013;49.6;1017.6;11.3;13.8;12.6;11;91.5;87;14.9;5.5
11/08/2013;37.2;1017.4;8;14.2;11.4;9.5;80.3;56;15.5;4.3
12/08/2013;0;1014.7;9.4;16.7;12.8;8.3;80.4;65;9.6;2.4
13/08/2013;1;1017.5;9.4;14.1;11.8;11.7;85.2;73;7.8;1.6
14/08/2013;12.4;1025.5;7.6;12.3;10.2;8.8;84.4;76;14.6;5.3
15/08/2013;3.8;1027.8;8.5;15.4;11.2;8.9;83.9;66;9.2;3.7
16/08/2013;0;1024;9.3;17.5;13.5;10.1;76.2;57;9.7;2.7
17/08/2013;.2;1026.9;10;17.2;13;9.2;82.7;57;5.3;1.6
18/08/2013;0;1027.1;11.2;17.8;14.1;10.1;82.5;66;9.6;3.1
19/08/2013;0;1023.2;13.6;17.4;15.5;14.1;88.5;81;11.9;5.8
20/08/2013;.4;1020.2;13.5;19.2;15.9;14.1;85.8;66;10.3;4.7
21/08/2013;0;1014.2;13.2;20.1;16.2;14.6;82.8;67;10.6;3.7
22/08/2013;0;1009.5;14.1;24.6;17.6;14.9;80.8;53;14.1;2.8
23/08/2013;26.2;1019.6;7.1;18.1;9.9;10.6;82.9;67;14.8;3.4
24/08/2013;32.4;1022.3;8.9;13.7;10.1;7.4;92.3;88;11.5;1.7
25/08/2013;83.2;1021.6;11.9;13.9;13.1;9.9;92.2;90;14.9;7.1
26/08/2013;43;1022.1;9;12.4;10.6;10.2;89.4;83;13.6;6.1
27/08/2013;22.6;1021.7;6.7;13;9.1;7.2;85;68;14.9;5.3
28/08/2013;2.4;1025.6;8;16.7;12.2;8.2;77;54;10.1;3.3
29/08/2013;.2;1023.3;9.8;16.4;12.9;8.9;81.9;66;7.5;2.2
30/08/2013;.2;1018.7;12.4;17.5;14.3;12;88.4;78;5.8;2.6
31/08/2013;.4;1014.5;13.1;17.6;14.7;11.7;90;80;7;2.8
01/09/2013;0;1011.2;13.9;26.3;18.9;14.4;74.3;43;13.2;2.6
02/09/2013;.2;1010;14.1;19.2;16.2;13.3;87.4;77;6.3;.6
03/09/2013;.2;1014.5;12.5;19.8;15.8;15.1;81.1;59;12.1;3.8
04/09/2013;.4;1025.2;7;16.7;11.1;6.2;76.9;53;11.1;2.7
05/09/2013;0;1023.9;11.1;17.6;14.4;11.2;80.8;65;12.9;5.7
06/09/2013;.2;1020.5;13.6;18.6;15.5;13.9;88.4;75;12.5;4.9
07/09/2013;0;1017;13.7;19.3;16.2;14.8;85.4;75;11.7;5.6
08/09/2013;.2;1015.8;14.5;27;18.3;15.2;79.5;48;14.3;3.5
09/09/2013;.2;1020.4;14.9;21.3;16.9;14;88;77;10.8;2.6
10/09/2013;.2;1019.2;14.8;17.6;15.7;14.8;94.3;89;12.8;6.4
11/09/2013;.4;1015.6;15.6;21.5;18;15.1;86.4;70;11.4;5.1
12/09/2013;.2;1011.2;16.4;22.1;19.1;17.3;84.8;71;10.3;4.9
13/09/2013;0;1010.6;16.6;27.2;21.2;17.6;76;56;9.2;2.5
14/09/2013;0;1013.7;16.7;20.7;18.6;17.5;88.8;78;9.4;2.3
15/09/2013;.2;1011.4;16.6;21.4;18.3;17.1;90.4;75;7.1;1.9
16/09/2013;12;1008;16.6;19.8;18.4;17.6;89.6;80;11.4;1.7
17/09/2013;9.4;1010.6;9.7;18;15.3;14;70;44;18.3;5.8
18/09/2013;0;1021.5;4.4;16.5;12.1;9.3;61.3;34;12.8;3.7
19/09/2013;0;1024.6;7.7;17.8;12.8;7.4;72.4;43;10.2;2.9
20/09/2013;0;1015.1;13.8;16.8;15.8;14.1;88.3;68;14.9;6.9
21/09/2013;35;1009.8;14.8;17.7;16.2;15.7;91.3;86;10.2;2.1
22/09/2013;9.8;1014.9;13.8;15.7;15;14.2;92.3;86;10.3;2.6
23/09/2013;21.4;1018;13.8;16.6;15.1;13.9;91.9;89;12.4;3.2
24/09/2013;21.6;1017.9;10.9;14.8;12.6;10.8;89.5;78;18.6;5.1
25/09/2013;15.6;1023.1;10.7;17.8;14.1;10.2;80.3;63;10.3;4.3
26/09/2013;.2;1023.2;10.8;18.7;13.8;9.9;83;64;6.5;2.1
27/09/2013;.2;1021.3;12.2;18.1;15.5;13;81;70;11.7;4.9
28/09/2013;.6;1017.9;13;16.1;15.4;15;85.8;77;12.8;5.9
29/09/2013;2.4;1017.2;14.3;18.8;16.4;14.6;87.7;77;8.6;3.8
30/09/2013;.2;1013.3;14.9;18.1;16.3;15.1;91.6;84;7.6;2.1
01/10/2013;0;1013.3;13.3;21.5;16.8;15.2;80.8;56;8.5;3.2
02/10/2013;.2;1015.7;13;22.3;17.1;11.8;78.1;46;6.1;2.3
03/10/2013;0;1016.1;14.4;18.9;17.2;15.7;83.7;75;11;4.7
04/10/2013;.6;1012.3;15.7;22.6;17.9;17.1;87.2;69;13.5;4
05/10/2013;1;1017.5;12.4;19.7;15.7;13.2;81;60;13.5;4.1
06/10/2013;0;1022.5;12.8;21.1;16.3;12.8;80.5;66;8.8;2.9
07/10/2013;0;1026.5;11.1;20.7;17.5;15.8;66.3;52;11.4;5.7
08/10/2013;0;1025;11.5;20.3;17.8;15.5;66.8;50;13.7;7.9
09/10/2013;0;1021;14.9;21.4;18.6;16.3;79.3;70;14.6;6.3
10/10/2013;0;1018.2;15.2;21.9;19.1;17;78.7;66;15.9;5.6
11/10/2013;0;1017;16.2;22.4;19.3;17.6;82.3;69;10;4.4
12/10/2013;.2;1015.8;17.2;22.2;19.6;17.5;86.3;74;9;3.7
13/10/2013;8;1012.2;17.8;22.6;19.7;18.5;88.9;80;10.7;4.2
14/10/2013;5;1013.7;17.2;27.6;21;17;80.5;50;10.1;2.3
15/10/2013;0;1018.4;16;23.3;19.5;16.3;81;66;7.9;1.8
16/10/2013;0;1018.1;15.8;23;19.8;17.9;78;71;12.3;6
17/10/2013;0;1014.4;15.8;21.5;19.8;19.4;78;72;14;6.5
18/10/2013;0;1010.6;14.7;22.3;18.9;16.3;77;68;8.5;2.7
19/10/2013;0;1010.4;16.2;23.1;19.9;16.2;79.5;68;8.9;3.3
20/10/2013;0;1007.8;17.9;24.3;21;19.2;82.8;71;10.7;5.7
21/10/2013;1.2;1005.4;18;21.5;20;19.5;88.4;79;14.7;4.7
22/10/2013;13.4;1015;13.9;22.6;19.7;16.7;70;52;15.4;4.9
23/10/2013;18.4;1010.9;17.5;20.4;19.7;18;87.3;73;17.2;7.5
24/10/2013;35.2;1014.8;17.2;22.7;20;18.9;83.8;74;10.7;3.9
25/10/2013;.2;1022.8;13.6;21.1;18.9;16;71.5;58;14.6;6
26/10/2013;0;1011.5;16.4;19.7;18.9;18.1;85.6;74;19.4;7.8
27/10/2013;42.2;1012.7;14.9;22.6;19;17;78;58;16.9;6.3
28/10/2013;0;1019.2;10.2;21.1;17;13.4;65.3;45;11.3;3.4
29/10/2013;0;1017.5;11.8;21.2;18.4;13.8;65.2;57;13;5.8
30/10/2013;0;1015.6;15.5;22.7;20.1;18.2;75;66;14.3;8.1
31/10/2013;0;1016.9;15.6;22;20.3;19.2;74.6;66;17.3;10.3
01/11/2013;0;1016.3;16.4;23.4;20.3;18.9;78;71;19.3;10.5
02/11/2013;0;1012.4;17.2;23.6;20.5;18.8;81.2;70;18.3;8.7
03/11/2013;.4;1009.4;18.2;25.8;20.7;19.6;85.6;67;14.3;4.4
04/11/2013;3.2;1014.6;12.9;22.5;17.8;13.9;73.9;51;12.1;4.9
05/11/2013;0;1019.6;13;22.8;18.3;14.1;72.5;51;10.1;3.9
06/11/2013;0;1022.7;12.6;21.6;19.6;18;64.1;55;17;10
07/11/2013;0;1019.9;14.9;22.5;20.2;18;71.9;59;17.4;9.1
08/11/2013;0;1013.7;17.4;23.5;20.8;18.4;81.3;70;17.2;7.3
09/11/2013;0;1008.9;18.5;24.5;21.2;19.3;84.6;71;12.5;4.6
10/11/2013;0;1006;18.4;22.2;20.4;19.4;88.4;82;13.8;5.7
11/11/2013;110;1002.8;18.6;21;19.8;18.7;92.8;91;19.2;5.3
12/11/2013;49;1004.2;17;26.2;22.2;19.1;73;52;19.6;5.2
13/11/2013;.4;1017.4;15.9;25.2;20.6;17.5;75.1;53;9.7;3
14/11/2013;0;1017.9;16.4;22.4;19.9;17.3;80.5;72;13.6;6
15/11/2013;0;1009.8;17.2;23.3;20.9;18.9;80.1;68;17;7.1
16/11/2013;8;1013.5;14.1;22.2;19.1;17.4;73.6;52;13.6;4.9
17/11/2013;0;1016.2;13.8;21.7;18.2;13.9;76.1;57;11.8;3.7
18/11/2013;0;1012.7;16.9;23.2;20.8;19.1;78.4;70;14.1;7.9
19/11/2013;0;1010.1;18.3;23.7;20.8;19.1;85.8;75;12.4;5.3
20/11/2013;.4;1010.3;19;25.2;21.5;20;86.3;72;11;3.7
21/11/2013;4.8;1010;19.9;25.1;21.7;20.6;89.2;80;11.5;3
22/11/2013;2.6;1015.5;16.2;23.4;20.7;19;75.8;63;9.7;4.2
23/11/2013;.2;1016.4;15.2;23.2;20.9;19.3;70;62;15.1;8.5
24/11/2013;0;1016.3;16.5;23.4;20.9;18.9;76;68;16.3;8.5
25/11/2013;0;1015.9;18.3;23.1;21;19.4;84.8;78;14.8;7.5
26/11/2013;0;1011.3;18.8;24.4;20.9;19;88.2;76;12.8;5.2
27/11/2013;0;1004.9;18;24.4;21;19;83.5;72;12.5;5.9
28/11/2013;.2;1006.9;17;24.7;20.8;18.9;79;66;10.6;3.2
29/11/2013;0;1013.7;16;23.8;19.7;16.4;79.3;67;6.4;2.5
30/11/2013;0;1017.6;16.7;24.3;21.1;19.7;76.2;66;11.9;6.2
01/12/2013;0;1015.7;17;22.8;20.5;19.1;80.5;70;14.5;7.4
02/12/2013;8.2;1008.9;18.6;26.8;20.8;19;87.2;57;14.8;3.7
03/12/2013;3;1008.1;17.1;30.7;21.8;18;76.5;43;16.7;4
04/12/2013;.4;1008.4;16;24;20.3;15.9;76.8;66;8.2;3.4
05/12/2013;40.8;1004.7;18.6;25;21.3;19.7;85;73;17;4
06/12/2013;0;1012.6;13.9;23.1;19.1;15.2;72.8;56;9.1;3
07/12/2013;0;1013.3;16.1;24.2;20.7;18.3;75.1;66;8.5;4.4
08/12/2013;.2;1011.4;19.7;25.1;22.4;20.2;85.4;74;9.5;4.6
09/12/2013;0;1007.9;20.3;25.1;22.2;20.4;89;77;7.5;2.8
10/12/2013;11.2;1011.8;19.3;25.3;22.2;21.6;83.9;72;12;4.5
11/12/2013;0;1016.1;14.4;23.3;21.1;19.6;66.2;54;11.7;7
12/12/2013;0;1014.1;14.3;24;21.4;18.8;64.3;51;16;8.3
13/12/2013;0;1010.6;16.4;24.5;21.8;20;71.8;63;16.9;8.2
14/12/2013;0;1010.2;19.5;25.4;22.7;20.6;82.3;74;13.3;5.1
15/12/2013;0;1010.9;20.1;26.1;22.4;19.7;86.8;75;12;4.7
16/12/2013;0;1011.5;20.4;26.3;23.3;21.1;84;73;8.5;5
17/12/2013;0;1011.7;18.7;25.4;22.9;20.9;77.6;66;11.9;6.1
18/12/2013;0;1010.1;19.2;25.4;22.6;20.5;81.3;71;12.9;5.9
19/12/2013;0;1011.1;20.1;25.9;22.7;20.5;85.5;75;10.7;5.6
20/12/2013;0;1010.9;20.4;26.4;23.3;21.4;84.1;73;10.4;5.9
21/12/2013;0;1012.3;20.1;26.2;23.3;21.3;82.8;72;9;5.2
22/12/2013;0;1014;19.3;26;23.2;21.2;79;68;10;5.3
23/12/2013;.2;1013.4;19.9;26.8;23.5;20.8;80.3;68;10.8;4.8
24/12/2013;1.4;1010.6;20.7;26.5;23.9;21.5;82.4;72;8.9;4
25/12/2013;0;1009.3;20.8;27.1;24.6;22.8;79.9;68;10.5;5.7
26/12/2013;.2;1009.5;21.5;27.3;24.4;22.3;84.4;73;10.5;4.8
27/12/2013;0;1009.2;21.7;27.7;23.9;21.3;87.6;75;8.7;3.9
28/12/2013;0;1009.1;21.9;27.1;24;21.4;88.1;79;8.6;2.8
29/12/2013;.2;1005.6;21.8;28.1;24;21.1;88.1;75;9;3.9
30/12/2013;5;1003.9;21.2;36.3;26;21;77.3;37;13.5;3.4
31/12/2013;0;1004.2;21.3;32.5;25.4;21.6;78.7;53;15.7;2.1
01/01/2014;1.2;1006.8;22.5;28.9;25.5;22.8;83.8;69;6.2;2
02/01/2014;0;1002.2;22.9;28.8;25.6;24.2;85;74;13.6;4.5
03/01/2014;3.4;1008.1;19.8;27.2;22.8;22.4;83.3;75;13;3.7
04/01/2014;11.4;1017.7;14.3;26.3;23.6;19.7;56.5;45;11.1;4.3
05/01/2014;0;1016.5;17.7;27.6;23.9;19.9;68.7;58;12.7;4.2
06/01/2014;0;1015.4;21;27.6;24.6;21.5;81;68;14.5;5.9
07/01/2014;0;1010.7;21.9;28.4;25.5;23.3;80.9;69;15.3;6.5
08/01/2014;0;1008.5;20.7;30;25.2;23.1;76.9;54;13;3.3
09/01/2014;0;1011.3;21.2;28.3;24.6;19.9;81.7;67;10.6;3.5
10/01/2014;0;1010;21.6;34.5;25.5;23;80.4;43;12.4;3.5
11/01/2014;31.8;1011.5;20.7;30.2;24.3;21.4;81.3;52;11.5;1.9
12/01/2014;14.4;1017;20;23.9;21.9;20.4;88.9;82;9.3;2
13/01/2014;18;1014.8;21.1;26.9;24.1;21.1;83.5;74;12.1;3.1
14/01/2014;0;1011.4;20.9;31.6;25.3;22.4;78;49;11.9;2.1
15/01/2014;10;1011.1;20.4;27.7;23.7;20.9;82.3;65;10.6;2.7
16/01/2014;3;1012.4;19.5;27.8;24;19.8;76.9;60;6.2;2.2
